Net;bus_clk;blacktop;blacktop0;bus_clk;-1;noc_block_fft;FFT0;bus_clk;-1;noc_block_fft;FFT0;ce_clk;-1;noc_block_axi_fifo_loopback_reg;FIFO1;bus_clk;-1;noc_block_axi_fifo_loopback_reg;FIFO1;ce_clk;-1;noc_block_axi_fifo_loopback_reg;FIFO0;bus_clk;-1;noc_block_axi_fifo_loopback_reg;FIFO0;ce_clk;-1;
Net;ce2o_tready;blacktop;blacktop0;ce2o_tready;-1;noc_block_axi_fifo_loopback_reg;FIFO0;o_tready;-1;
Net;ce1i_tvalid;blacktop;blacktop0;ce1i_tvalid;-1;noc_block_axi_fifo_loopback_reg;FIFO1;i_tvalid;-1;
Net;ce1i_tlast;blacktop;blacktop0;ce1i_tlast;-1;noc_block_axi_fifo_loopback_reg;FIFO1;i_tlast;-1;
Net;ce2i_tvalid;blacktop;blacktop0;ce2i_tvalid;-1;noc_block_axi_fifo_loopback_reg;FIFO0;i_tvalid;-1;
Net;ce0i_tvalid;blacktop;blacktop0;ce0i_tvalid;-1;noc_block_fft;FFT0;i_tvalid;-1;
Net;ce2o_tlast;blacktop;blacktop0;ce2o_tlast;-1;noc_block_axi_fifo_loopback_reg;FIFO0;o_tlast;-1;
Net;radio_clk;blacktop;blacktop0;radio_clk;-1;
Net;ce0i_tready;blacktop;blacktop0;ce0i_tready;-1;noc_block_fft;FFT0;i_tready;-1;
Net;ce0o_tvalid;blacktop;blacktop0;ce0o_tvalid;-1;noc_block_fft;FFT0;o_tvalid;-1;
Loop;blacktop_ce0i_tdata_noc_block_fft_i_tdata_wire_0;64;blacktop;blacktop0;ce0i_tdata;noc_block_fft;FFT0;i_tdata;
Loop;noc_block_fft_o_tdata_blacktop_ce0o_tdata_wire_0;64;noc_block_fft;FFT0;o_tdata;blacktop;blacktop0;ce0o_tdata;
Loop;blacktop_ce1i_tdata_noc_block_axi_fifo_loopback_reg_i_tdata_wire_0;64;blacktop;blacktop0;ce1i_tdata;noc_block_axi_fifo_loopback_reg;FIFO1;i_tdata;
Loop;noc_block_axi_fifo_loopback_reg_o_tdata_blacktop_ce1o_tdata_wire_0;64;noc_block_axi_fifo_loopback_reg;FIFO1;o_tdata;blacktop;blacktop0;ce1o_tdata;
Loop;blacktop_ce2i_tdata_noc_block_axi_fifo_loopback_reg_i_tdata_wire_0;64;blacktop;blacktop0;ce2i_tdata;noc_block_axi_fifo_loopback_reg;FIFO0;i_tdata;
Loop;noc_block_axi_fifo_loopback_reg_o_tdata_blacktop_ce2o_tdata_wire_0;64;noc_block_axi_fifo_loopback_reg;FIFO0;o_tdata;blacktop;blacktop0;ce2o_tdata;
